988.27,73.86,48.78,96.36,98.06,3.68,yes,
950.61,57.1,50.46,93.45,98.56,4.8,yes,
954,63.1,36,90.9,94.9,6.3,yes,
917,67.9,28,92.8,96.2,4.7,yes,
962,60.9,42,90.9,96.8,5.2,yes,
929,60.2,31,89.8,93.7,7.3,yes,
913,69.3,26,91.3,92.6,6.8,yes,
965,53.4,45,87.2,93.7,10.3,yes,
930,57,33,95.8,-1,2.6,yes,
982,56.9,28,92.3,95.1,5.8,yes,
942,53.8,54,89.9,-1,6.7,yes,
992,61.6,45,90.4,94.6,7.9,yes,
959,67,29,96.5,98.2,3.1,yes,
971,62.9,27,96.3,97.8,2.9,yes,
984,64,53,92.6,94.8,7.1,yes,
954,50.2,52,81.9,-1,11.6,yes,
958,59.6,40,92.8,99,3.9,yes,
993,55.2,53,80.9,93.9,10.4,yes,
942,70,25,91,94.7,6.3,yes,
969,74.4,30,92.4,95.7,6.6,yes,
948,54.6,52,88.9,95.2,6.6,yes,
919.69,67.7,62.46,91.7,94.9,5.8,yes,
1002.6,75.9,58.78,98.3,98.9,2.3,yes,
946.81,51.5,65.66,75.7,84.9,13.5,yes,
924.61,74.5,60.8,97.2,99,2.5,yes,
855.04,65.2,54.14,92.1,93.2,6.3,yes,
915.87,86.6,47.57,87.9,94.6,7,yes,
890,64,63.16,96.8,97.2,3.2,yes,
956.57,72.7,69.02,97.3,99.3,2.3,yes,
923.48,67.8,70.58,96.2,97,4.1,yes,
852.12,66.4,73.26,92,93.6,6.2,yes,
935.43,65.4,55.63,90.7,92.9,6.2,yes,
948.37,57.2,54.1,86,90.2,10.6,yes,
988.57,63,66.18,96.2,-1,3.7,yes,
925.67,61.8,66.69,79.7,92.7,12.8,yes,
887.38,59.7,74.97,84.5,93.2,9.7,no,
864.09,78.2,48.33,91,94.7,5.7,yes,
919.56,70.9,62.61,96.9,98.6,2,yes,
918.46,73.6,58.86,97,98.7,2.2,yes,
914.99,83.5,37.33,89.9,95,5.7,yes,
920.46,81.9,47.8,95.7,97.2,3.9,yes,
957.82,42.2,63.82,68.8,85.5,10.9,yes,
950.79,69.4,64.67,95.6,97,3.8,yes,
1006.1,65.5,67.85,96.2,97.6,3.3,yes,
951.17,62.9,60.29,89.4,88.8,9,yes,
833.13,62.7,59.18,91.1,92.5,6.5,yes,
904.39,72.3,61.88,97.8,99.3,1.8,yes,
940.41,65.4,54.98,90.9,94.6,6.8,no,
917.55,61.7,84.78,94.2,94.7,4.5,yes,
902.08,68.7,69.01,95.6,97.9,3.2,yes,
922.98,56,60.15,88.8,94,8.2,yes,
942.4,67.7,64.74,85.6,94.2,7.5,yes,
950.31,66.9,68.03,97.7,97.9,2,yes,
899.95,74.1,69.37,96.4,97.3,3.6,no,
936.32,67.2,83.37,97.6,96.1,3,yes,
884.95,65,66.73,96.3,92.6,3.2,yes,
965.33,71.4,66.91,97.9,99.5,2.4,yes,
944.58,64.8,70.83,98.9,99.1,1.4,yes,
914.38,61.2,56.27,89.3,89.1,9.1,yes,
901.06,49.2,71.67,87.2,90,9,yes,
882.62,61.2,68.89,91.5,93.9,7.8,no,
908.27,61.8,67.21,97.8,99.4,1.6,yes,
891.47,59.1,61.3,97.2,98.5,2.6,yes,
922.94,64.1,54.1,82.1,90.3,10.7,yes,
938.76,64.5,59.78,97.4,99,2.4,yes,
892.12,72.7,65.02,97.9,99,1.9,yes,
931.98,62.4,56.45,83.8,89.1,12.1,yes,
996,71.35,56,83.07,90.31,13.52,yes,
975,75.85,48,81.85,87.91,15.99,yes,
978,66.97,97,82.44,93.78,14.71,yes,
1055,82.96,45,89.47,90.76,10.28,yes,
971,74.27,60,78.49,90.39,20.35,no,
979,67.92,57,85.66,-1,13.07,yes,
1067,80.62,48,85.19,83.98,13.32,yes,
958,84.95,56,85.88,91.83,11.05,yes,
991,75.14,60,81.07,87.85,17.35,yes,
1034,76.33,67,80.83,88.1,16.58,yes,
988,52.59,56,81.5,90.77,12.07,yes,
1020,68.68,56,82.25,88.23,13.84,yes,
979,84.12,48,97.14,96.42,2.33,yes,
1026,77.98,48,85.53,-1,12.67,yes,
944,77.26,42,80.71,90.28,15.52,no,
963,54.36,54,79.73,-1,14.06,yes,
977,58.19,82,92.76,93.45,5.55,yes,
1103,79.76,58,86.03,88.59,12.26,yes,
1019,72.95,53,81.73,84.08,16.72,yes,
946,85.67,67,86.4,92.3,10.31,yes,
1016,45.27,48,71.84,87.03,17.09,yes,
1010,43.56,48,79.31,90.63,13.14,yes,
1022,58.2,47,85.32,90.46,12.4,yes,
984,43.93,50,69.39,-1,20.76,yes,
968,53.97,60,84.26,-1,12.49,yes,
957,78.48,49,84.08,-1,13.74,yes,
1043,49.51,58,73.85,91.35,15.41,yes,
975,76.5,47,74.82,86.51,21.06,yes,
941,73.67,49,88,90,11.72,no,
958,74.81,47,86.41,94.03,11.49,yes,
932,61.3,55,83.3,89.5,8.7,yes,
944,71.7,50,78.6,90.4,10.9,yes,
887,65.2,52,94,95,4.1,yes,
984,51.1,57,82.5,-1,9,yes,
940,60.3,55,79.9,94.8,10.5,yes,
978,48.4,70,71.4,87.2,13.4,yes,
878,64.7,49,85.9,88,7.8,yes,
966,48.9,64,76.9,91.6,10.5,yes,
914,67.6,47,79.1,86.7,12.9,yes,
924,61.5,65,82.9,92.7,8.7,yes,
975,52.9,63,77.8,95,10.5,yes,
969,65.8,48,87.3,87.9,8.9,yes,
894,61.8,53,90.8,92.2,5.2,yes,
838,55.8,58,89.6,90.5,6.6,yes,
1013,51.9,63,84.7,87,9.6,yes,
884,70.3,52,89.2,90.7,8.6,yes,
886,62.9,45,91.1,89.2,7.7,yes,
887,73.1,50,91.4,90,5.8,no,
858,56.8,50,68.2,91.9,11.9,yes,
1047,46.2,72,68.1,77.9,15.2,no,
952,51.5,63,79.3,92.9,11.6,yes,
962,69.1,48,95.2,85.7,5.2,yes,
918,62.9,46,79.8,90.2,10.4,yes,
837,50.5,69,84.7,87.4,7.6,yes,
915,68.7,36,81.1,92.5,8.8,yes,
933,59.9,52,87.3,83.7,7.3,yes,
988,53.4,54,78.4,85.1,11.3,yes,
1017,59.6,59,82.6,92.8,11.2,yes,
890,54.7,67,85.3,92.3,6.2,yes,
963,71.9,50,93.5,83.5,5.3,yes,
1005,47.5,65,64.8,80.5,13.8,yes,
923,57.9,57,83,92.1,6.8,no,
978,56.1,63,70.4,93.8,12,yes,
945.64,64.4,68.03,86.44,86.32,10.45,yes,
873.47,75.51,51.4,83.87,82,15.17,yes,
910.76,67.07,70.04,83.46,78,14.97,no,
1016.34,63,81.41,90.68,94.47,6.42,yes,
1114.48,64.82,63.16,95.46,-1,4.56,yes,
875.68,73.01,58.45,92.43,97.27,6.61,yes,
1104.91,63.84,74.19,94.75,94.92,4.02,yes,
859.29,70.29,52.24,88.48,85.27,8.97,yes,
896.37,47.72,66.49,75.38,88.03,14.31,yes,
992.82,65.65,68.8,94.27,93.87,3.03,no,
1040.09,43.46,87.11,75.36,-1,9.59,yes,
925.05,59.79,55.25,86.54,96.06,8.71,yes,
895.18,59.37,67.83,86.29,88.32,11.78,yes,
887.13,62.03,78.01,69.28,71.46,22.99,yes,
1067.67,59.69,80.78,89.9,-1,6.99,yes,
963.34,70.19,61.52,82.23,85.04,14.11,yes,
915.88,56.33,84.28,65.39,76.43,23.44,yes,
912,68.26,67.87,83.18,83.8,12.55,yes,
993.76,63.23,77.03,92.66,85.59,5.51,yes,
910.69,57.54,67.32,89.68,94.82,7.01,yes,
1171.6,62.67,69.76,93.74,92.56,4.56,no,
884.45,66.41,66.55,81.71,85.43,13.19,yes,
857.88,73.57,55.93,93.17,93.22,5.57,no,
1016.34,62.87,88.26,93.26,93.23,5.77,yes,
869.08,67.16,77.61,87.7,86.96,9.91,yes,
919.64,64.3,54.93,89.28,88.24,8.94,no,
899.61,73.09,56.46,90.27,78.95,10.43,yes,
836.82,76.99,57.26,91.35,92.53,6.45,yes,
862.85,80.66,45.56,85.67,89.13,10.06,no,
1064.96,65.2,77.21,94.09,93.05,4.45,yes,
906.07,55.45,71.22,83.91,91.05,8.47,yes,
1073.8,64.5,61.77,92.29,92.33,5.61,yes,
862.22,61.67,44.94,91.14,92.35,7.35,yes,
877.61,59.33,81.35,84.27,84.89,12.72,yes,
868.83,68.35,57.18,83.97,85.69,12.26,yes,
880.57,64.6,65.02,90.89,81.74,8.65,no,
1037.06,65.08,74.88,95.34,-1,3.76,yes,
875.12,70.71,40.84,91.58,91.77,6.87,yes,
930.23,61.8,72.32,84.46,82.25,12.7,yes,
893.92,71.55,79.39,85.75,80.96,12.36,yes,
873.47,70.83,64.79,91.1,-1,8.4,yes,
875.09,80.68,36.57,91.64,91.66,8.01,yes,
1032.4,52.38,82.15,85.14,84.98,9.14,no,
888.43,60.35,78.37,81.38,94.16,14.37,yes,
1136.58,57.26,80.24,92.58,-1,5.57,yes,
889.05,57.05,72.93,89.31,98.41,7.79,no,
898.35,76.23,44.28,89.95,91.88,8.59,yes,
1133.13,55.19,78.01,91.22,-1,5.46,yes,
887.27,61.31,45.53,87.85,90.27,9.11,yes,
885.2,75.34,50.27,91.57,90.52,7.55,yes,
876.42,70.34,44.03,84.02,80,12.52,yes,
1038.26,65.36,73.4,95.83,91.66,4.22,yes,
900.55,71.03,49.61,82.95,79.67,14.66,yes,
962.7,60.35,79.85,90.68,88.89,6.73,yes,
902.28,62.86,63.53,80.32,79.12,17.06,no,
888.14,66.89,51.3,79.32,78.23,15.53,no,
880.49,60.25,73.36,76.62,74.9,19.44,yes,
1142.93,60.73,83.63,92.27,94.72,5.51,no,
946.64,60.52,53.24,87.19,90.6,10.12,yes,
904.74,58.91,60.08,71.24,69.83,22.74,yes,
919.02,71.65,76.4,80.71,87.24,16.14,yes,
1174.95,57.67,63.41,86.94,-1,8.73,yes,
998.61,60.57,81.79,93.68,90.65,4.31,yes,
853.67,61.7,80.39,77.14,85.56,17.61,yes,
983.63,40.34,96.36,76,-1,9.17,yes,
1178.11,50.6,87.18,81.24,-1,11.42,no,
882.49,56.63,80.19,81.4,89.21,14.72,yes,
952.06,54.96,68.59,84.3,95.78,6.96,yes,
984.1,63.14,45.1,93.77,-1,5.15,no,
887.85,64.23,58.33,87,91.03,10.82,yes,
921.53,70.18,71.59,95.08,88.6,6.35,yes,
997.34,74.69,39.62,93.12,93.9,5.48,yes,
1145.84,76.67,20.39,97.84,99.61,1.62,yes,
1103.32,76.18,31.46,97.15,97.71,1.92,yes,
1052.86,80.26,25.55,98.26,99.21,1.24,no,
1026.82,74.61,33.58,97.73,91,3.28,no,
949.38,81.51,34.14,94.97,95.16,4.71,no,
884.93,67.89,63.91,81.47,92.96,11.69,no,
923.42,86.1,28.92,95.98,93.74,4.8,no,
1138.46,74.02,37.42,97.62,96.61,2.13,yes,
1205.99,74.95,19.22,98.7,-1,1.01,yes,
1224.09,64.59,53.25,97.32,98.4,1.84,yes,
914.31,70.9,34.59,86.95,89.74,10.09,yes,
1000.94,68.53,41.57,97.8,98.97,1.85,yes,
